label,width,depth,radius,coherence
N10_L12,10,12,0.5700000000000001,0.11528879155715306
N10_L12,10,12,0.5820000000000001,0.10801438676814239
N10_L12,10,12,0.594,0.09445682975153129
N10_L12,10,12,0.606,0.0886183629433314
N10_L12,10,12,0.618,0.0820034636805455
N10_L12,10,12,0.63,0.07567907931903999
N10_L12,10,12,0.642,0.070653327430288
N10_L12,10,12,0.654,0.06260091128448646
N10_L12,10,12,0.666,0.0652176234871149
N10_L12,10,12,0.678,0.06427620475490887
N10_L12,10,12,0.6900000000000001,0.05978866542379061
N10_L12,10,12,0.702,0.055704002579053245
N10_L12,10,12,0.714,0.05100119983156522
N10_L12,10,12,0.726,0.05288172513246536
N10_L12,10,12,0.738,0.0512001005311807
N10_L12,10,12,0.75,0.047610713789860405
N10_L12,10,12,0.762,0.045185585816701256
N10_L12,10,12,0.774,0.040001507848501205
N10_L12,10,12,0.786,0.04425753839313984
N10_L12,10,12,0.798,0.04047997730473677
N10_L12,10,12,0.81,0.039609724966188274
N10_L12,10,12,0.8220000000000001,0.037490559120972954
N10_L12,10,12,0.8340000000000001,0.03646076827620467
N10_L12,10,12,0.846,0.040623992681503296
N10_L12,10,12,0.858,0.04285159086187681
N10_L12,10,12,0.87,0.046710110269486904
N10_L12,10,12,0.882,0.0508861035729448
N10_L12,10,12,0.894,0.057026018078128494
N10_L12,10,12,0.906,0.05772270013888677
N10_L12,10,12,0.918,0.0632546457151572
N10_L12,10,12,0.93,0.0673110702385505
N10_L12,10,12,0.9420000000000001,0.07280151856442292
N10_L12,10,12,0.954,0.0829902986685435
N10_L12,10,12,0.966,0.07798153534531593
N10_L12,10,12,0.978,0.08489952857295673
N10_L12,10,12,0.99,0.0878568800787131
N10_L12,10,12,1.002,0.0934954434633255
N10_L12,10,12,1.014,0.10672059779365857
N10_L12,10,12,1.026,0.10026361172397931
N10_L12,10,12,1.038,0.10248848050832748
N10_L12,10,12,1.05,0.10895434270302455
N10_L12,10,12,1.062,0.11160772417982419
N10_L12,10,12,1.074,0.12630884100993475
N10_L12,10,12,1.086,0.11356896162033081
N10_L12,10,12,1.098,0.11981420343120892
N10_L12,10,12,1.11,0.118130328754584
N10_L12,10,12,1.122,0.11873114481568336
N10_L12,10,12,1.1340000000000001,0.12368049348394076
N10_L12,10,12,1.1460000000000001,0.10909205364684264
N10_L12,10,12,1.158,0.11039278221627076
N10_L12,10,12,1.17,0.10978244617581367
N10_L12,10,12,1.182,0.10779190063476562
N10_L12,10,12,1.194,0.1319109871983528
N200_L2,200,2,0.006,0.7071067889531454
N200_L2,200,2,0.018000000000000002,0.7068685491879781
N200_L2,200,2,0.030000000000000002,0.7063648303349813
N200_L2,200,2,0.042,0.7056339383125305
N200_L2,200,2,0.054,0.7050178050994873
N200_L2,200,2,0.066,0.7042233745257059
N200_L2,200,2,0.07800000000000001,0.7028632760047913
N200_L2,200,2,0.09,0.7012733221054077
N200_L2,200,2,0.10200000000000001,0.6995611190795898
N200_L2,200,2,0.11399999999999999,0.6978078484535217
N200_L2,200,2,0.126,0.6957715551058451
N200_L2,200,2,0.138,0.6930709282557169
N200_L2,200,2,0.15000000000000002,0.6902069449424744
N200_L2,200,2,0.162,0.687300443649292
N200_L2,200,2,0.174,0.683775802453359
N200_L2,200,2,0.186,0.6811447342236837
N200_L2,200,2,0.198,0.6767899592717489
N200_L2,200,2,0.21000000000000002,0.672450323899587
N200_L2,200,2,0.222,0.6672330498695374
N200_L2,200,2,0.23399999999999999,0.6614941954612732
N200_L2,200,2,0.246,0.6577843228975931
N200_L2,200,2,0.258,0.6509768565495809
N200_L2,200,2,0.27,0.6431626081466675
N200_L2,200,2,0.28200000000000003,0.6363685925801595
N200_L2,200,2,0.29400000000000004,0.6275540192921957
N200_L2,200,2,0.306,0.6202112436294556
N200_L2,200,2,0.318,0.610151211420695
N200_L2,200,2,0.33,0.596842368443807
N200_L2,200,2,0.342,0.5854248801867167
N200_L2,200,2,0.354,0.5691173275311788
N200_L2,200,2,0.366,0.5542380809783936
N200_L2,200,2,0.378,0.5294202566146851
N200_L2,200,2,0.39,0.5110866924126943
N200_L2,200,2,0.402,0.4951352874437968
N200_L2,200,2,0.41400000000000003,0.4779635469118754
N200_L2,200,2,0.426,0.46554795900980633
N200_L2,200,2,0.438,0.45099708437919617
N200_L2,200,2,0.45,0.43618982036908466
N200_L2,200,2,0.462,0.4196223219235738
N200_L2,200,2,0.474,0.3997887422641118
N200_L2,200,2,0.486,0.3852536976337433
N200_L2,200,2,0.498,0.3644387473662694
N200_L2,200,2,0.51,0.34831974903742474
N200_L2,200,2,0.522,0.3357640355825424
N200_L2,200,2,0.534,0.32271260023117065
N200_L2,200,2,0.546,0.3038058926661809
N200_L2,200,2,0.558,0.2819312314192454
N200_L2,200,2,0.5700000000000001,0.2662307272354762
N200_L2,200,2,0.5820000000000001,0.2506273537874222
N200_L2,200,2,0.594,0.2384918083747228
N200_L2,200,2,0.606,0.22453508774439493
N200_L2,200,2,0.618,0.21099564681450525
N200_L2,200,2,0.63,0.1973076413075129
N200_L2,200,2,0.642,0.1823474590977033
N200_L2,200,2,0.654,0.16641554236412048
N200_L2,200,2,0.666,0.15682614594697952
N200_L2,200,2,0.678,0.1475047692656517
N200_L2,200,2,0.6900000000000001,0.1384226605296135
N200_L2,200,2,0.702,0.130010724067688
N200_L2,200,2,0.714,0.12276295324166615
N200_L2,200,2,0.726,0.11741903424263
N200_L2,200,2,0.738,0.1101049929857254
N200_L2,200,2,0.75,0.10538154592116673
N200_L2,200,2,0.762,0.09950566540161769
N200_L2,200,2,0.774,0.09468540300925572
N200_L2,200,2,0.786,0.09090116620063782
N200_L2,200,2,0.798,0.08699321746826172
N200_L2,200,2,0.81,0.0832064983745416
N200_L2,200,2,0.8220000000000001,0.07835504785180092
N200_L2,200,2,0.8340000000000001,0.07349824036161105
N200_L2,200,2,0.846,0.07285927360256512
N200_L2,200,2,0.858,0.06968777750929196
N200_L2,200,2,0.87,0.06589843953649203
N200_L2,200,2,0.882,0.06333571796615918
N200_L2,200,2,0.894,0.060372489194075264
N200_L2,200,2,0.906,0.05962086096405983
N200_L2,200,2,0.918,0.0551800603667895
N200_L2,200,2,0.93,0.05439960956573486
N200_L2,200,2,0.9420000000000001,0.051353114346663155
N200_L2,200,2,0.954,0.04871105526884397
N200_L2,200,2,0.966,0.04887174069881439
N200_L2,200,2,0.978,0.04687507823109627
N200_L2,200,2,0.99,0.044891816874345146
N200_L2,200,2,1.002,0.04290507175028324
N200_L2,200,2,1.014,0.0392570241043965
N200_L2,200,2,1.026,0.040125460674365364
N200_L2,200,2,1.038,0.0393112792323033
N200_L2,200,2,1.05,0.037565394615133606
N200_L2,200,2,1.062,0.0364146443704764
N200_L2,200,2,1.074,0.03303005173802376
N200_L2,200,2,1.086,0.034671139592925705
N200_L2,200,2,1.098,0.032091196005543075
N200_L2,200,2,1.11,0.03175350837409496
N200_L2,200,2,1.122,0.030081129322449367
N200_L2,200,2,1.1340000000000001,0.028818268328905106
N200_L2,200,2,1.1460000000000001,0.029177241027355194
N200_L2,200,2,1.158,0.028112306570013363
N200_L2,200,2,1.17,0.027228819206357002
N200_L2,200,2,1.182,0.026291861509283383
N200_L2,200,2,1.194,0.0232353409131368
N200_L12,200,12,0.006,0.7071067889531454
N200_L12,200,12,0.018000000000000002,0.7065249482790629
N200_L12,200,12,0.030000000000000002,0.7052711049715678
N200_L12,200,12,0.042,0.7033916711807251
N200_L12,200,12,0.054,0.7015892863273621
N200_L12,200,12,0.066,0.6994749506314596
N200_L12,200,12,0.07800000000000001,0.6954886317253113
N200_L12,200,12,0.09,0.6904949347178141
N200_L12,200,12,0.10200000000000001,0.6844012141227722
N200_L12,200,12,0.11399999999999999,0.677723248799642
N200_L12,200,12,0.126,0.6701975663503011
N200_L12,200,12,0.138,0.6588828961054484
N200_L12,200,12,0.15000000000000002,0.6455321311950684
N200_L12,200,12,0.162,0.630852460861206
N200_L12,200,12,0.174,0.6157987515131632
N200_L12,200,12,0.186,0.5936637918154398
N200_L12,200,12,0.198,0.5637738307317098
N200_L12,200,12,0.21000000000000002,0.534520298242569
N200_L12,200,12,0.222,0.5110728144645691
N200_L12,200,12,0.23399999999999999,0.48798395196596783
N200_L12,200,12,0.246,0.45636091629664105
N200_L12,200,12,0.258,0.41790565848350525
N200_L12,200,12,0.27,0.37623141209284466
N200_L12,200,12,0.28200000000000003,0.34952149788538617
N200_L12,200,12,0.29400000000000004,0.3467535674571991
N200_L12,200,12,0.306,0.3114413917064667
N200_L12,200,12,0.318,0.2928033967812856
N200_L12,200,12,0.33,0.28197896977265674
N200_L12,200,12,0.342,0.2693770428498586
N200_L12,200,12,0.354,0.27912652492523193
N200_L12,200,12,0.366,0.25008322795232135
N200_L12,200,12,0.378,0.23879852890968323
N200_L12,200,12,0.39,0.22411712010701498
N200_L12,200,12,0.402,0.2149654229482015
N200_L12,200,12,0.41400000000000003,0.21184612810611725
N200_L12,200,12,0.426,0.17695018152395883
N200_L12,200,12,0.438,0.1644845555226008
N200_L12,200,12,0.45,0.15179946025212607
N200_L12,200,12,0.462,0.1546820824344953
N200_L12,200,12,0.474,0.1572989970445633
N200_L12,200,12,0.486,0.129004900654157
N200_L12,200,12,0.498,0.12118015935023625
N200_L12,200,12,0.51,0.1187680313984553
N200_L12,200,12,0.522,0.11655698468287785
N200_L12,200,12,0.534,0.12045128519336383
N200_L12,200,12,0.546,0.10572597632805507
N200_L12,200,12,0.558,0.09873413542906444
N200_L12,200,12,0.5700000000000001,0.0918990174929301
N200_L12,200,12,0.5820000000000001,0.09387124826510747
N200_L12,200,12,0.594,0.09364597996075948
N200_L12,200,12,0.606,0.07887539205451806
N200_L12,200,12,0.618,0.07730585957566898
N200_L12,200,12,0.63,0.0762598558018605
N200_L12,200,12,0.642,0.07475714354465406
N200_L12,200,12,0.654,0.07590465278675158
N200_L12,200,12,0.666,0.0658016101612399
N200_L12,200,12,0.678,0.06304039992392063
N200_L12,200,12,0.6900000000000001,0.06236870214343071
N200_L12,200,12,0.702,0.06256558963408072
N200_L12,200,12,0.714,0.06479983512933056
N200_L12,200,12,0.726,0.06344773930807908
N200_L12,200,12,0.738,0.06896073464304209
N200_L12,200,12,0.75,0.06960569166888793
N200_L12,200,12,0.762,0.0747309469928344
N200_L12,200,12,0.774,0.08085313128928344
N200_L12,200,12,0.786,0.0805533267557621
N200_L12,200,12,0.798,0.08502842175463836
N200_L12,200,12,0.81,0.08815254457294941
N200_L12,200,12,0.8220000000000001,0.09540532218913238
N200_L12,200,12,0.8340000000000001,0.1062010508030653
N200_L12,200,12,0.846,0.10011766913036506
N200_L12,200,12,0.858,0.10405600133041541
N200_L12,200,12,0.87,0.10884262931843598
N200_L12,200,12,0.882,0.11101537011563778
N200_L12,200,12,0.894,0.11461772335072358
N200_L12,200,12,0.906,0.1086416548738877
N200_L12,200,12,0.918,0.10858299831549327
N200_L12,200,12,0.93,0.11552831965188186
N200_L12,200,12,0.9420000000000001,0.11834593117237091
N200_L12,200,12,0.954,0.1098758913576603
N200_L12,200,12,0.966,0.14439514155189195
N200_L12,200,12,0.978,0.1360909684250752
N200_L12,200,12,0.99,0.13996831451853117
N200_L12,200,12,1.002,0.13501805687944093
N200_L12,200,12,1.014,0.10253953064481418
N200_L12,200,12,1.026,0.11904108400146167
N200_L12,200,12,1.038,0.1169821284711361
N200_L12,200,12,1.05,0.10646194219589233
N200_L12,200,12,1.062,0.10443102071682613
N200_L12,200,12,1.074,0.0778122569123904
N200_L12,200,12,1.086,0.10351628934343655
N200_L12,200,12,1.098,0.08952211464444797
N200_L12,200,12,1.11,0.0886245829363664
N200_L12,200,12,1.122,0.07753251617153485
N200_L12,200,12,1.1340000000000001,0.06472840160131454
N200_L12,200,12,1.1460000000000001,0.0746269238491853
N200_L12,200,12,1.158,0.06457994629939397
N200_L12,200,12,1.17,0.057012523214022316
N200_L12,200,12,1.182,0.051717465122540794
N200_L12,200,12,1.194,0.040647320449352264
