gain,base_lr,N_L_comb,G_lambda,G_lambda_log10
0.8999999761581421,0.02500000037252903,N10-L2,0.015282005980230754,-1.8158196347024267
0.8999999761581421,0.02500000037252903,N50-L2,0.005190939640439165,-2.2847540210106914
0.8999999761581421,0.02500000037252903,N100-L2,0.004969671885146207,-2.3036722839375834
0.8999999761581421,0.02500000037252903,N200-L2,0.003820134963716658,-2.417921293380965
0.8999999761581421,0.02500000037252903,N10-L6,0.004813923998075824,-2.3175007706203656
0.8999999761581421,0.02500000037252903,N50-L6,0.0024078446709724596,-2.618371532661453
0.8999999761581421,0.02500000037252903,N100-L6,0.0014012765089648639,-2.8534761584553014
0.8999999761581421,0.02500000037252903,N200-L6,0.0013068603932844694,-2.883770803899586
0.8999999761581421,0.02500000037252903,N10-L8,0.0033459519822444978,-2.475480295888832
0.8999999761581421,0.02500000037252903,N50-L8,0.0013182226210370792,-2.8800112400275975
0.8999999761581421,0.02500000037252903,N100-L8,0.0014383043040021623,-2.8421492199561977
0.8999999761581421,0.02500000037252903,N200-L8,0.0008079739366154516,-3.092602648342558
0.8999999761581421,0.02500000037252903,N10-L12,0.0027082525489182246,-2.5673108394375985
0.8999999761581421,0.02500000037252903,N50-L12,0.0009248478077332334,-3.0339297285579647
0.8999999761581421,0.02500000037252903,N100-L12,0.0005499081671157254,-3.259709830223643
0.8999999761581421,0.02500000037252903,N200-L12,0.0006278216182140506,-3.202163734017586
0.8999999761581421,0.05000000074505806,N10-L2,0.023639961488683647,-1.6263532352893357
0.8999999761581421,0.05000000074505806,N50-L2,0.00381948937212024,-2.417994694076138
0.8999999761581421,0.05000000074505806,N100-L2,0.005052213491314682,-2.2965183057531124
0.8999999761581421,0.05000000074505806,N200-L2,0.003106992243246934,-2.507659830980384
0.8999999761581421,0.05000000074505806,N10-L6,0.005221046782694212,-2.2822424153173597
0.8999999761581421,0.05000000074505806,N50-L6,0.0019998253611103445,-2.6990079283448463
0.8999999761581421,0.05000000074505806,N100-L6,0.0017158155066060617,-2.7655294115750055
0.8999999761581421,0.05000000074505806,N200-L6,0.001281336729627839,-2.892336724586312
0.8999999761581421,0.05000000074505806,N10-L8,0.004705244069748881,-2.327417843991043
0.8999999761581421,0.05000000074505806,N50-L8,0.0013064633490661194,-2.883902769267392
0.8999999761581421,0.05000000074505806,N100-L8,0.0012153166362632803,-2.9153105570725653
0.8999999761581421,0.05000000074505806,N200-L8,0.0007257498411045819,-3.1392130505805613
0.8999999761581421,0.05000000074505806,N10-L12,0.002596434317338784,-2.585622659388251
0.8999999761581421,0.05000000074505806,N50-L12,0.0007034893875912765,-3.152742449679572
0.8999999761581421,0.05000000074505806,N100-L12,0.0005915823335547263,-3.227984803833795
0.8999999761581421,0.05000000074505806,N200-L12,0.0005906133738677158,-3.2286967230817605
0.8999999761581421,0.07500000298023224,N10-L2,0.020299548011582815,-1.6925136319518517
0.8999999761581421,0.07500000298023224,N50-L2,0.005381289733295027,-2.26911362453336
0.8999999761581421,0.07500000298023224,N100-L2,0.005551484493865125,-2.2555908688976114
0.8999999761581421,0.07500000298023224,N200-L2,0.003374988397343033,-2.47172771586364
0.8999999761581421,0.07500000298023224,N10-L6,0.0042639900725011904,-2.370183815112575
0.8999999761581421,0.07500000298023224,N50-L6,0.001845142932641912,-2.7339699858987894
0.8999999761581421,0.07500000298023224,N100-L6,0.0016741824187212582,-2.776197223088402
0.8999999761581421,0.07500000298023224,N200-L6,0.0015073307305737112,-2.8217914466208374
0.8999999761581421,0.07500000298023224,N10-L8,0.003365972316190969,-2.4728894602481755
0.8999999761581421,0.07500000298023224,N50-L8,0.001221040343870865,-2.913269986480148
0.8999999761581421,0.07500000298023224,N100-L8,0.000826753496316817,-3.0826239597914715
0.8999999761581421,0.07500000298023224,N200-L8,0.000897204164982234,-3.0471087190117148
0.8999999761581421,0.07500000298023224,N10-L12,0.012651587607709631,-1.8978549728276892
0.8999999761581421,0.07500000298023224,N50-L12,0.0007358284451112352,-3.1332234275458455
0.8999999761581421,0.07500000298023224,N100-L12,0.0005362549613976778,-3.270628676722993
0.8999999761581421,0.07500000298023224,N200-L12,0.0006613767466753413,-3.1795510785002032
0.8999999761581421,0.10000000149011612,N10-L2,0.021377091876357737,-1.670051376206483
0.8999999761581421,0.10000000149011612,N50-L2,0.006881366728270075,-2.1623252967067184
0.8999999761581421,0.10000000149011612,N100-L2,0.0053305788120245785,-2.2732256312698107
0.8999999761581421,0.10000000149011612,N200-L2,0.00481373719348219,-2.317517623769351
0.8999999761581421,0.10000000149011612,N10-L6,0.004731847241086062,-2.324969284209839
0.8999999761581421,0.10000000149011612,N50-L6,0.0022151506602104635,-2.6545967305366664
0.8999999761581421,0.10000000149011612,N100-L6,0.0012529129093741644,-2.9020791159912793
0.8999999761581421,0.10000000149011612,N200-L6,0.001194187237152851,-2.922927574641184
0.8999999761581421,0.10000000149011612,N10-L8,0.002994503932222803,-2.5236751122870547
0.8999999761581421,0.10000000149011612,N50-L8,0.0012611843074446525,-2.8992214416924442
0.8999999761581421,0.10000000149011612,N100-L8,0.0009827955998608826,-3.0075367965961246
0.8999999761581421,0.10000000149011612,N200-L8,0.0009907764758166425,-3.004024313495474
0.8999999761581421,0.10000000149011612,N10-L12,0.013646708183586044,-1.8649720951517321
0.8999999761581421,0.10000000149011612,N50-L12,0.0006735523280294852,-3.1716286584537605
0.8999999761581421,0.10000000149011612,N100-L12,0.00048194220928930574,-3.317005035809881
0.8999999761581421,0.10000000149011612,N200-L12,0.0006003132785250024,-3.2216220502367348
1.0,0.02500000037252903,N10-L2,0.020132182019729317,-1.6961091516999587
1.0,0.02500000037252903,N50-L2,0.007790238548308812,-2.10844924340215
1.0,0.02500000037252903,N100-L2,0.005537363485913708,-2.256696967413603
1.0,0.02500000037252903,N200-L2,0.006791868057309907,-2.1680107595336593
1.0,0.02500000037252903,N10-L6,0.0045851976485428905,-2.338641938986009
1.0,0.02500000037252903,N50-L6,0.0019222474177323153,-2.7161907138369106
1.0,0.02500000037252903,N100-L6,0.0012916686654326792,-2.8888488758367825
1.0,0.02500000037252903,N200-L6,0.0019041119550075054,-2.7203075202306572
1.0,0.02500000037252903,N10-L8,0.003689458349074524,-2.4330373881159413
1.0,0.02500000037252903,N50-L8,0.0014307709686725081,-2.8444298805675503
1.0,0.02500000037252903,N100-L8,0.0012874465705092007,-2.8902707852883314
1.0,0.02500000037252903,N200-L8,0.0011045993700264643,-2.95679520879848
1.0,0.02500000037252903,N10-L12,0.00257471762728531,-2.589270393665991
1.0,0.02500000037252903,N50-L12,0.000702690070482934,-3.1532361833134113
1.0,0.02500000037252903,N100-L12,0.0007718832691372609,-3.1124483724656544
1.0,0.02500000037252903,N200-L12,0.0006324674286081988,-3.1989618352746136
1.0,0.05000000074505806,N10-L2,0.021150882664153603,-1.6746715040254627
1.0,0.05000000074505806,N50-L2,0.007463405443205001,-2.127062965057372
1.0,0.05000000074505806,N100-L2,0.00601703293379769,-2.220617611422178
1.0,0.05000000074505806,N200-L2,0.004807239948654425,-2.318104199948369
1.0,0.05000000074505806,N10-L6,0.0038137594684236734,-2.4186467011249415
1.0,0.05000000074505806,N50-L6,0.002572657367225372,-2.589618050335284
1.0,0.05000000074505806,N100-L6,0.001714837416680821,-2.7657770490238205
1.0,0.05000000074505806,N200-L6,0.0014949036575734014,-2.825386795521815
1.0,0.05000000074505806,N10-L8,0.0035997288983706326,-2.4437302054480123
1.0,0.05000000074505806,N50-L8,0.001597519993366869,-2.796553697830238
1.0,0.05000000074505806,N100-L8,0.0017683183647892338,-2.752439542703011
1.0,0.05000000074505806,N200-L8,0.001137949297344662,-2.9438770880059604
1.0,0.05000000074505806,N10-L12,0.00510534020716129,-2.291975312309707
1.0,0.05000000074505806,N50-L12,0.0009636581036179479,-3.0160770221648776
1.0,0.05000000074505806,N100-L12,0.0008312789910972732,-3.080253195277993
1.0,0.05000000074505806,N200-L12,0.0007303608142989211,-3.1364625358437914
1.0,0.07500000298023224,N10-L2,0.01676357608142206,-1.7756333301709892
1.0,0.07500000298023224,N50-L2,0.006090151928462194,-2.2153718730699556
1.0,0.07500000298023224,N100-L2,0.005904799390169939,-2.228794852533475
1.0,0.07500000298023224,N200-L2,0.004314939307836164,-2.3650253085135966
1.0,0.07500000298023224,N10-L6,0.0034979934757370375,-2.4561810048785104
1.0,0.07500000298023224,N50-L6,0.0022708057262945266,-2.6438200192841363
1.0,0.07500000298023224,N100-L6,0.001982088687250571,-2.702876917195935
1.0,0.07500000298023224,N200-L6,0.001559793715011199,-2.8069328339251376
1.0,0.07500000298023224,N10-L8,0.0028355487950048066,-2.547362874839278
1.0,0.07500000298023224,N50-L8,0.0017528158827162478,-2.756263700175345
1.0,0.07500000298023224,N100-L8,0.0011125605731806638,-2.953676334610427
1.0,0.07500000298023224,N200-L8,0.0009817481955490812,-3.0079998882890666
1.0,0.07500000298023224,N10-L12,0.00938719136919573,-2.0274643284281093
1.0,0.07500000298023224,N50-L12,0.0006873795184294517,-3.162803412503695
1.0,0.07500000298023224,N100-L12,0.0008298482139200532,-3.0810013364013065
1.0,0.07500000298023224,N200-L12,0.000784555914889107,-3.1053760990337844
1.0,0.10000000149011612,N10-L2,0.023159828834647202,-1.6352646546355731
1.0,0.10000000149011612,N50-L2,0.010258193448796993,-1.988929115276807
1.0,0.10000000149011612,N100-L2,0.005162676695059212,-2.287125071146489
1.0,0.10000000149011612,N200-L2,0.004212316048498268,-2.3754790513114634
1.0,0.10000000149011612,N10-L6,0.002548400603653188,-2.593732300716343
1.0,0.10000000149011612,N50-L6,0.0031067367941672586,-2.5076955390471842
1.0,0.10000000149011612,N100-L6,0.0017978042377931878,-2.745257600186121
1.0,0.10000000149011612,N200-L6,0.0018275742368812874,-2.7381249727760815
1.0,0.10000000149011612,N10-L8,0.0028527912431073345,-2.544730007271637
1.0,0.10000000149011612,N50-L8,0.001437125962155732,-2.842505164870856
1.0,0.10000000149011612,N100-L8,0.0011462974322139338,-2.940702680440719
1.0,0.10000000149011612,N200-L8,0.0011117732667230644,-2.9539837730517684
1.0,0.10000000149011612,N10-L12,0.010070851865434827,-1.9969337921265942
1.0,0.10000000149011612,N50-L12,0.0009013517561279326,-3.0451056907826053
1.0,0.10000000149011612,N100-L12,0.0007297491808351307,-3.1368263838479744
1.0,0.10000000149011612,N200-L12,0.0005463304501348507,-3.262544593084176
1.100000023841858,0.02500000037252903,N10-L2,0.019623944771831523,-1.7072136870459922
1.100000023841858,0.02500000037252903,N50-L2,0.011223244532172485,-1.9498815745662084
1.100000023841858,0.02500000037252903,N100-L2,0.004380744783035002,-2.3584520475632553
1.100000023841858,0.02500000037252903,N200-L2,0.006060415810483194,-2.21749757748335
1.100000023841858,0.02500000037252903,N10-L6,0.004466779162557443,-2.3500055185049953
1.100000023841858,0.02500000037252903,N50-L6,0.0025257113811470804,-2.597616278775418
1.100000023841858,0.02500000037252903,N100-L6,0.0030617757336562825,-2.5140266233054636
1.100000023841858,0.02500000037252903,N200-L6,0.002278942117196733,-2.6422667053160245
1.100000023841858,0.02500000037252903,N10-L8,0.0028506232536074094,-2.5450601764790592
1.100000023841858,0.02500000037252903,N50-L8,0.0023732803954033964,-2.6246509482628335
1.100000023841858,0.02500000037252903,N100-L8,0.0014148274774754216,-2.849296514308182
1.100000023841858,0.02500000037252903,N200-L8,0.0017558574815175266,-2.755510737577051
1.100000023841858,0.02500000037252903,N10-L12,0.005196022525276043,-2.284328974885021
1.100000023841858,0.02500000037252903,N50-L12,0.0010489665954775869,-2.9792383417690234
1.100000023841858,0.02500000037252903,N100-L12,0.0008405026852901336,-3.0754608947113344
1.100000023841858,0.02500000037252903,N200-L12,0.000702647514866118,-3.153262485420116
1.100000023841858,0.05000000074505806,N10-L2,0.01739320823514888,-1.75962030354572
1.100000023841858,0.05000000074505806,N50-L2,0.007102328913500928,-2.1485992191069467
1.100000023841858,0.05000000074505806,N100-L2,0.007127127050902006,-2.1470854992339357
1.100000023841858,0.05000000074505806,N200-L2,0.006899407689805493,-2.16118819159471
1.100000023841858,0.05000000074505806,N10-L6,0.003237241665870983,-2.489824878528651
1.100000023841858,0.05000000074505806,N50-L6,0.002971480282018678,-2.5270271472630474
1.100000023841858,0.05000000074505806,N100-L6,0.001356244554490968,-2.867661992556167
1.100000023841858,0.05000000074505806,N200-L6,0.0017766467277947774,-2.750398919646539
1.100000023841858,0.05000000074505806,N10-L8,0.0032276322603814415,-2.491115952383945
1.100000023841858,0.05000000074505806,N50-L8,0.00210286105753392,-2.6771894215313514
1.100000023841858,0.05000000074505806,N100-L8,0.0016336074145627268,-2.7868523040914144
1.100000023841858,0.05000000074505806,N200-L8,0.0011461196121608692,-2.940770055849711
1.100000023841858,0.05000000074505806,N10-L12,0.008660498548247663,-2.0624571067677775
1.100000023841858,0.05000000074505806,N50-L12,0.0010153610586080587,-2.993379496787176
1.100000023841858,0.05000000074505806,N100-L12,0.0006793837941209043,-3.1678848169122786
1.100000023841858,0.05000000074505806,N200-L12,0.0007733237138622845,-3.1116386720389073
1.100000023841858,0.07500000298023224,N10-L2,0.023949655935085995,-1.6207007213545077
1.100000023841858,0.07500000298023224,N50-L2,0.012430120816973688,-1.9055246501282672
1.100000023841858,0.07500000298023224,N100-L2,0.008062709131295372,-2.0935190074401295
1.100000023841858,0.07500000298023224,N200-L2,0.0073483759128145296,-2.1338086350710226
1.100000023841858,0.07500000298023224,N10-L6,0.004661318372718562,-2.3314912333058078
1.100000023841858,0.07500000298023224,N50-L6,0.0015024623279732393,-2.8231964084822634
1.100000023841858,0.07500000298023224,N100-L6,0.0022376502617077565,-2.6502077914804802
1.100000023841858,0.07500000298023224,N200-L6,0.0020958169527437766,-2.6786466510226554
1.100000023841858,0.07500000298023224,N10-L8,0.0032992177604696652,-2.4815890184803524
1.100000023841858,0.07500000298023224,N50-L8,0.0011351987163459969,-2.944928108639523
1.100000023841858,0.07500000298023224,N100-L8,0.0013553446043592509,-2.8679502688160627
1.100000023841858,0.07500000298023224,N200-L8,0.0013454717944538395,-2.8711254020558945
1.100000023841858,0.07500000298023224,N10-L12,0.01343809275611982,-1.8716623655284708
1.100000023841858,0.07500000298023224,N50-L12,0.0009758934719862342,-3.0105975871013
1.100000023841858,0.07500000298023224,N100-L12,0.0007438297990114952,-3.1285264270969364
1.100000023841858,0.07500000298023224,N200-L12,0.0007489905133953445,-3.125523682976295
1.100000023841858,0.10000000149011612,N10-L2,0.01831545349645238,-1.7371823235968413
1.100000023841858,0.10000000149011612,N50-L2,0.007707236866057965,-2.113101293662082
1.100000023841858,0.10000000149011612,N100-L2,0.007497994345064876,-2.1250548914562186
1.100000023841858,0.10000000149011612,N200-L2,0.00621834007033029,-2.206325530824613
1.100000023841858,0.10000000149011612,N10-L6,0.0027512900613832075,-2.5604636206544993
1.100000023841858,0.10000000149011612,N50-L6,0.002377805572487454,-2.6238236594935738
1.100000023841858,0.10000000149011612,N100-L6,0.0017057299975663145,-2.768089712821035
1.100000023841858,0.10000000149011612,N200-L6,0.0016367503646651663,-2.7860175536458915
1.100000023841858,0.10000000149011612,N10-L8,0.00878936198694646,-2.056042648885842
1.100000023841858,0.10000000149011612,N50-L8,0.0018107148888268688,-2.742149927354133
1.100000023841858,0.10000000149011612,N100-L8,0.0015899420538200834,-2.798618703456132
1.100000023841858,0.10000000149011612,N200-L8,0.0014163067593757374,-2.84884267215786
1.100000023841858,0.10000000149011612,N10-L12,0.011952630329704032,-1.9225365121238942
1.100000023841858,0.10000000149011612,N50-L12,0.000784134971727537,-3.1056091765613103
1.100000023841858,0.10000000149011612,N100-L12,0.0009775048338649733,-3.0098810862945573
1.100000023841858,0.10000000149011612,N200-L12,0.0006942594927388817,-3.158478173348062
